face_index,ground_truth_id,ground_truth_label,A_pred,A_confidence,A_pStock,A_pThread,A_pText,B_pred,B_confidence,B_pStock,B_pThread,B_pText,C_pred,C_confidence,C_pStock,C_pThread,C_pText,D_pred,D_confidence,D_pStock,D_pThread,D_pText,FrozenLast_pred,FrozenLast_confidence,FrozenLast_pStock,FrozenLast_pThread,FrozenLast_pText,FrozenBestV3_pred,FrozenBestV3_confidence,FrozenBestV3_pStock,FrozenBestV3_pThread,FrozenBestV3_pText,Scratch70K_pred,Scratch70K_confidence,Scratch70K_pStock,Scratch70K_pThread,Scratch70K_pText
378,0,Stock,Stock,0.66144425,0.66144425,0.32325059,0.01530513,Thread,0.74515063,0.24275310,0.74515063,0.01209620,Stock,0.99248064,0.99248064,0.00725482,0.00026459,Stock,0.96811301,0.96811301,0.02901060,0.00287642,Stock,0.96264511,0.96264511,0.03613179,0.00122311,Stock,0.96683139,0.96683139,0.03198529,0.00118333,Stock,0.97309709,0.97309709,0.02608233,0.00082065
379,0,Stock,Stock,0.74462819,0.74462819,0.09790184,0.15746999,Thread,0.68832558,0.30004832,0.68832558,0.01162613,Stock,0.99937373,0.99937373,0.00041052,0.00021571,Stock,0.98990434,0.98990434,0.00569962,0.00439612,Stock,0.99403316,0.99403316,0.00491518,0.00105162,Stock,0.99541605,0.99541605,0.00335470,0.00122922,Stock,0.99861765,0.99861765,0.00118947,0.00019283
380,0,Stock,Stock,0.99966216,0.99966216,0.00000282,0.00033504,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000001,0.00000001,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99983382,0.99983382,0.00000081,0.00016528,Stock,0.99973398,0.99973398,0.00000082,0.00026516,Stock,0.99997544,0.99997544,0.00001975,0.00000477
381,0,Stock,Stock,0.99965954,0.99965954,0.00000279,0.00033775,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000001,0.00000001,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99979442,0.99979442,0.00000151,0.00020401,Stock,0.99973196,0.99973196,0.00000082,0.00026717,Stock,0.99997544,0.99997544,0.00001976,0.00000477
382,0,Stock,Stock,0.99964762,0.99964762,0.00000272,0.00034968,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000001,0.00000001,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99978155,0.99978155,0.00000164,0.00021678,Stock,0.99973124,0.99973124,0.00000082,0.00026792,Stock,0.99997544,0.99997544,0.00001976,0.00000477
383,0,Stock,Stock,0.99964392,0.99964392,0.00000271,0.00035334,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000001,0.00000001,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99976414,0.99976414,0.00000164,0.00023420,Stock,0.99973100,0.99973100,0.00000082,0.00026809,Stock,0.99997544,0.99997544,0.00001977,0.00000477
384,0,Stock,Stock,0.99964321,0.99964321,0.00000275,0.00035402,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000001,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99972564,0.99972564,0.00000152,0.00027277,Stock,0.99973100,0.99973100,0.00000082,0.00026814,Stock,0.99997544,0.99997544,0.00001977,0.00000477
385,0,Stock,Stock,0.99964035,0.99964035,0.00000301,0.00035663,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99968088,0.99968088,0.00000142,0.00031776,Stock,0.99973100,0.99973100,0.00000082,0.00026816,Stock,0.99997544,0.99997544,0.00001977,0.00000477
386,0,Stock,Stock,0.99963200,0.99963200,0.00000402,0.00036394,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99965608,0.99965608,0.00000142,0.00034249,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001978,0.00000477
387,0,Stock,Stock,0.99962223,0.99962223,0.00000493,0.00037281,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99963820,0.99963820,0.00000165,0.00036014,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001978,0.00000477
388,0,Stock,Stock,0.99961746,0.99961746,0.00000518,0.00037741,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99961627,0.99961627,0.00000203,0.00038170,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001979,0.00000476
389,0,Stock,Stock,0.99952316,0.99952316,0.00000636,0.00047059,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99959999,0.99959999,0.00000208,0.00039806,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001980,0.00000476
390,0,Stock,Stock,0.99932444,0.99932444,0.00000891,0.00066659,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99959010,0.99959010,0.00000205,0.00040790,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001982,0.00000475
391,0,Stock,Stock,0.99927551,0.99927551,0.00000982,0.00071476,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99958462,0.99958462,0.00000202,0.00041340,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001984,0.00000474
392,0,Stock,Stock,0.99911660,0.99911660,0.00001276,0.00087070,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99958211,0.99958211,0.00000201,0.00041587,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997532,0.99997532,0.00001986,0.00000472
393,0,Stock,Stock,0.99907070,0.99907070,0.00001391,0.00091536,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99958128,0.99958128,0.00000200,0.00041675,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001990,0.00000470
394,0,Stock,Stock,0.99905938,0.99905938,0.00001464,0.00092593,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967527,0.99967527,0.00000491,0.00031985,Stock,0.99958092,0.99958092,0.00000200,0.00041702,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997544,0.99997544,0.00001997,0.00000466
395,0,Stock,Stock,0.99900848,0.99900848,0.00001655,0.00097505,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99967086,0.99967086,0.00000499,0.00032411,Stock,0.99958092,0.99958092,0.00000200,0.00041709,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997532,0.99997532,0.00002006,0.00000461
396,0,Stock,Stock,0.99891567,0.99891567,0.00001972,0.00106456,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99962080,0.99962080,0.00000614,0.00037295,Stock,0.99958092,0.99958092,0.00000200,0.00041711,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997532,0.99997532,0.00002014,0.00000456
397,0,Stock,Stock,0.99884439,0.99884439,0.00002299,0.00113264,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99957472,0.99957472,0.00000743,0.00041794,Stock,0.99958092,0.99958092,0.00000200,0.00041711,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997520,0.99997520,0.00002040,0.00000442
398,0,Stock,Stock,0.99835277,0.99835277,0.00003918,0.00160815,Stock,0.99978703,0.99978703,0.00007085,0.00014213,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99956781,0.99956781,0.00000763,0.00042453,Stock,0.99958092,0.99958092,0.00000200,0.00041711,Stock,0.99973100,0.99973100,0.00000082,0.00026817,Stock,0.99997520,0.99997520,0.00002053,0.00000425
399,0,Stock,Stock,0.99957973,0.99957973,0.00000576,0.00041450,Stock,0.99969494,0.99969494,0.00007858,0.00022660,Stock,0.99999976,0.99999976,0.00000019,0.00000005,Stock,0.99960166,0.99960166,0.00000664,0.00039168,Stock,0.99966562,0.99966562,0.00000192,0.00033245,Stock,0.99961215,0.99961215,0.00000215,0.00038571,Stock,0.99997747,0.99997747,0.00002002,0.00000253
400,0,Stock,Stock,0.99756706,0.99756706,0.00005360,0.00237928,Stock,0.99938893,0.99938893,0.00012747,0.00048360,Stock,0.99999726,0.99999726,0.00000181,0.00000096,Stock,0.99941027,0.99941027,0.00001122,0.00057859,Stock,0.99952686,0.99952686,0.00000245,0.00047065,Stock,0.99927360,0.99927360,0.00001151,0.00071482,Stock,0.99996269,0.99996269,0.00003191,0.00000532
401,0,Stock,Stock,0.99756706,0.99756706,0.00005361,0.00237929,Stock,0.99939001,0.99939001,0.00012672,0.00048321,Stock,0.99999726,0.99999726,0.00000181,0.00000096,Stock,0.99941015,0.99941015,0.00001121,0.00057867,Stock,0.99952674,0.99952674,0.00000265,0.00047071,Stock,0.99927336,0.99927336,0.00001156,0.00071509,Stock,0.99996269,0.99996269,0.00003190,0.00000536
402,0,Stock,Stock,0.99756706,0.99756706,0.00005361,0.00237931,Stock,0.99939299,0.99939299,0.00012597,0.00048112,Stock,0.99999726,0.99999726,0.00000181,0.00000096,Stock,0.99941003,0.99941003,0.00001121,0.00057874,Stock,0.99952662,0.99952662,0.00000270,0.00047070,Stock,0.99927324,0.99927324,0.00001157,0.00071515,Stock,0.99996138,0.99996138,0.00003330,0.00000538
403,0,Stock,Stock,0.99586785,0.99586785,0.00012211,0.00401003,Stock,0.99978679,0.99978679,0.00007078,0.00014242,Stock,1.00000000,1.00000000,0.00000001,0.00000000,Stock,0.99932933,0.99932933,0.00000996,0.00066067,Stock,0.99942422,0.99942422,0.00000343,0.00057229,Stock,0.99927372,0.99927372,0.00001157,0.00071476,Stock,0.99997783,0.99997783,0.00001967,0.00000248
404,0,Stock,Stock,0.99756694,0.99756694,0.00005361,0.00237941,Stock,0.99939001,0.99939001,0.00012633,0.00048369,Stock,0.99999726,0.99999726,0.00000181,0.00000096,Stock,0.99940979,0.99940979,0.00001120,0.00057899,Stock,0.99952722,0.99952722,0.00000342,0.00046932,Stock,0.99927324,0.99927324,0.00001158,0.00071521,Stock,0.99996173,0.99996173,0.00003274,0.00000546
405,0,Stock,Stock,0.99756706,0.99756706,0.00005361,0.00237937,Stock,0.99938881,0.99938881,0.00012663,0.00048453,Stock,0.99999726,0.99999726,0.00000181,0.00000096,Stock,0.99940991,0.99940991,0.00001121,0.00057889,Stock,0.99952698,0.99952698,0.00000349,0.00046953,Stock,0.99927324,0.99927324,0.00001158,0.00071522,Stock,0.99996090,0.99996090,0.00003345,0.00000555
406,0,Stock,Stock,0.99767369,0.99767369,0.00003455,0.00229180,Stock,0.99979120,0.99979120,0.00008452,0.00012427,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99976546,0.99976546,0.00000382,0.00023068,Stock,0.99957401,0.99957401,0.00000141,0.00042462,Stock,0.99968231,0.99968231,0.00000081,0.00031683,Stock,0.99999988,0.99999988,0.00000011,0.00000000
407,0,Stock,Stock,0.99639183,0.99639183,0.00010742,0.00350078,Stock,0.99980408,0.99980408,0.00006637,0.00012956,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952590,0.99952590,0.00000235,0.00047170,Stock,0.99929643,0.99929643,0.00000425,0.00069926,Stock,0.99999130,0.99999130,0.00000813,0.00000061
408,0,Stock,Stock,0.99635762,0.99635762,0.00010853,0.00353382,Stock,0.99983907,0.99983907,0.00005762,0.00010329,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952531,0.99952531,0.00000235,0.00047236,Stock,0.99929643,0.99929643,0.00000425,0.00069927,Stock,0.99999201,0.99999201,0.00000745,0.00000058
409,0,Stock,Stock,0.99635530,0.99635530,0.00010861,0.00353621,Stock,0.99984956,0.99984956,0.00005548,0.00009483,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952507,0.99952507,0.00000235,0.00047261,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999142,0.99999142,0.00000793,0.00000060
410,0,Stock,Stock,0.99632806,0.99632806,0.00011011,0.00356178,Stock,0.99984980,0.99984980,0.00005547,0.00009477,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952495,0.99952495,0.00000235,0.00047268,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999201,0.99999201,0.00000738,0.00000057
411,0,Stock,Stock,0.99632746,0.99632746,0.00010987,0.00356264,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952495,0.99952495,0.00000235,0.00047272,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999166,0.99999166,0.00000777,0.00000059
412,0,Stock,Stock,0.99628770,0.99628770,0.00011273,0.00359953,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952483,0.99952483,0.00000235,0.00047285,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999237,0.99999237,0.00000707,0.00000056
413,0,Stock,Stock,0.99623740,0.99623740,0.00011531,0.00364728,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952459,0.99952459,0.00000234,0.00047302,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999249,0.99999249,0.00000695,0.00000056
414,0,Stock,Stock,0.99615854,0.99615854,0.00011835,0.00372307,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952435,0.99952435,0.00000234,0.00047326,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999249,0.99999249,0.00000686,0.00000055
415,0,Stock,Stock,0.99625850,0.99625850,0.00011491,0.00362650,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952424,0.99952424,0.00000234,0.00047334,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999261,0.99999261,0.00000679,0.00000055
416,0,Stock,Stock,0.99631506,0.99631506,0.00011173,0.00357317,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048891,Stock,0.99952447,0.99952447,0.00000234,0.00047317,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999273,0.99999273,0.00000673,0.00000054
417,0,Stock,Stock,0.99634296,0.99634296,0.00010973,0.00354726,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048890,Stock,0.99952471,0.99952471,0.00000235,0.00047295,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999273,0.99999273,0.00000670,0.00000054
418,0,Stock,Stock,0.99635494,0.99635494,0.00010878,0.00353629,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048890,Stock,0.99952483,0.99952483,0.00000235,0.00047278,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999273,0.99999273,0.00000667,0.00000054
419,0,Stock,Stock,0.99637008,0.99637008,0.00010809,0.00352185,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048890,Stock,0.99952495,0.99952495,0.00000235,0.00047267,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999273,0.99999273,0.00000665,0.00000054
420,0,Stock,Stock,0.99665028,0.99665028,0.00010043,0.00324939,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048891,Stock,0.99952507,0.99952507,0.00000235,0.00047261,Stock,0.99929643,0.99929643,0.00000425,0.00069928,Stock,0.99999261,0.99999261,0.00000676,0.00000055
421,0,Stock,Stock,0.99686253,0.99686253,0.00009511,0.00304246,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048891,Stock,0.99952519,0.99952519,0.00000235,0.00047243,Stock,0.99929643,0.99929643,0.00000425,0.00069927,Stock,0.99999273,0.99999273,0.00000665,0.00000054
422,0,Stock,Stock,0.99687433,0.99687433,0.00009482,0.00303085,Stock,0.99984980,0.99984980,0.00005546,0.00009475,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99952674,0.99952674,0.00000235,0.00047084,Stock,0.99929643,0.99929643,0.00000425,0.00069921,Stock,0.99999273,0.99999273,0.00000671,0.00000054
423,0,Stock,Stock,0.99687445,0.99687445,0.00009481,0.00303072,Stock,0.99984992,0.99984992,0.00005539,0.00009460,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99953568,0.99953568,0.00000237,0.00046191,Stock,0.99929690,0.99929690,0.00000425,0.00069883,Stock,0.99999273,0.99999273,0.00000662,0.00000054
424,0,Stock,Stock,0.99687445,0.99687445,0.00009481,0.00303071,Stock,0.99989021,0.99989021,0.00004340,0.00006639,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048892,Stock,0.99956197,0.99956197,0.00000241,0.00043568,Stock,0.99929810,0.99929810,0.00000425,0.00069757,Stock,0.99999285,0.99999285,0.00000660,0.00000054
425,0,Stock,Stock,0.99687445,0.99687445,0.00009481,0.00303070,Stock,0.99990952,0.99990952,0.00003703,0.00005345,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99950230,0.99950230,0.00000887,0.00048890,Stock,0.99960703,0.99960703,0.00000246,0.00039050,Stock,0.99930131,0.99930131,0.00000425,0.00069440,Stock,0.99999261,0.99999261,0.00000677,0.00000055
426,0,Stock,Stock,0.99687445,0.99687445,0.00009481,0.00303070,Stock,0.99980026,0.99980026,0.00005511,0.00014473,Stock,1.00000000,1.00000000,0.00000004,0.00000001,Stock,0.99950612,0.99950612,0.00000895,0.00048496,Stock,0.99925953,0.99925953,0.00003162,0.00070890,Stock,0.99915969,0.99915969,0.00004412,0.00079621,Stock,0.99999297,0.99999297,0.00000652,0.00000054
427,0,Stock,Stock,0.99687445,0.99687445,0.00009481,0.00303070,Stock,0.99980158,0.99980158,0.00005480,0.00014358,Stock,1.00000000,1.00000000,0.00000003,0.00000000,Stock,0.99950516,0.99950516,0.00000898,0.00048591,Stock,0.99934405,0.99934405,0.00003941,0.00061647,Stock,0.99923801,0.99923801,0.00004179,0.00072023,Stock,0.99999297,0.99999297,0.00000652,0.00000054
428,0,Stock,Stock,0.99687445,0.99687445,0.00009481,0.00303070,Stock,0.99984312,0.99984312,0.00004648,0.00011041,Stock,1.00000000,1.00000000,0.00000001,0.00000000,Stock,0.99950492,0.99950492,0.00000898,0.00048612,Stock,0.99938333,0.99938333,0.00004449,0.00057222,Stock,0.99930739,0.99930739,0.00004014,0.00065241,Stock,0.99999297,0.99999297,0.00000652,0.00000054
429,0,Stock,Stock,0.99654049,0.99654049,0.00011392,0.00334558,Stock,0.99986410,0.99986410,0.00004959,0.00008630,Stock,0.99998891,0.99998891,0.00000763,0.00000342,Stock,0.99863738,0.99863738,0.00005136,0.00131130,Stock,0.99935454,0.99935454,0.00010666,0.00053880,Stock,0.99918133,0.99918133,0.00015308,0.00066558,Stock,0.99999285,0.99999285,0.00000651,0.00000057
430,0,Stock,Stock,0.99654120,0.99654120,0.00011386,0.00334500,Stock,0.99986136,0.99986136,0.00004976,0.00008881,Stock,0.99998891,0.99998891,0.00000762,0.00000341,Stock,0.99862158,0.99862158,0.00005093,0.00132743,Stock,0.99935395,0.99935395,0.00010657,0.00053940,Stock,0.99918097,0.99918097,0.00015358,0.00066546,Stock,0.99999285,0.99999285,0.00000651,0.00000057
431,0,Stock,Stock,0.99654049,0.99654049,0.00011378,0.00334564,Stock,0.99985147,0.99985147,0.00005003,0.00009842,Stock,0.99998903,0.99998903,0.00000761,0.00000340,Stock,0.99859029,0.99859029,0.00005007,0.00135956,Stock,0.99934977,0.99934977,0.00010421,0.00054602,Stock,0.99918371,0.99918371,0.00014740,0.00066877,Stock,0.99999285,0.99999285,0.00000652,0.00000055
432,0,Stock,Stock,0.99653876,0.99653876,0.00011375,0.00334748,Stock,0.99987173,0.99987173,0.00004716,0.00008106,Stock,0.99998891,0.99998891,0.00000763,0.00000342,Stock,0.99850297,0.99850297,0.00004852,0.00144844,Stock,0.99935395,0.99935395,0.00009795,0.00054808,Stock,0.99920839,0.99920839,0.00013411,0.00065746,Stock,0.99999285,0.99999285,0.00000652,0.00000054
433,0,Stock,Stock,0.99964142,0.99964142,0.00000542,0.00035320,Stock,0.99980325,0.99980325,0.00006688,0.00012992,Stock,0.99998140,0.99998140,0.00001069,0.00000788,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99967909,0.99967909,0.00000357,0.00031732,Stock,0.99972421,0.99972421,0.00000371,0.00027203,Stock,0.99999404,0.99999404,0.00000533,0.00000055
434,0,Stock,Stock,0.99964213,0.99964213,0.00000541,0.00035250,Stock,0.99981195,0.99981195,0.00006501,0.00012311,Stock,0.99998116,0.99998116,0.00001084,0.00000802,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99966395,0.99966395,0.00000377,0.00033230,Stock,0.99972421,0.99972421,0.00000371,0.00027205,Stock,0.99999392,0.99999392,0.00000551,0.00000056
435,0,Stock,Stock,0.99993503,0.99993503,0.00000006,0.00006493,Stock,0.99981588,0.99981588,0.00003092,0.00015325,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99996614,0.99996614,0.00000000,0.00003383,Stock,0.99995947,0.99995947,0.00000003,0.00004053,Stock,0.99995077,0.99995077,0.00000003,0.00004928,Stock,0.99999988,0.99999988,0.00000008,0.00000000
436,0,Stock,Stock,0.99991786,0.99991786,0.00000016,0.00008199,Stock,0.99981362,0.99981362,0.00006653,0.00011994,Stock,0.99998808,0.99998808,0.00000712,0.00000473,Stock,0.99986112,0.99986112,0.00000054,0.00013834,Stock,0.99991238,0.99991238,0.00000041,0.00008723,Stock,0.99992990,0.99992990,0.00000042,0.00006966,Stock,0.99999988,0.99999988,0.00000008,0.00000000
437,0,Stock,Stock,0.99907243,0.99907243,0.00001270,0.00091483,Stock,0.99970573,0.99970573,0.00009752,0.00019673,Stock,0.99999607,0.99999607,0.00000282,0.00000106,Stock,0.99968100,0.99968100,0.00000668,0.00031230,Stock,0.99968398,0.99968398,0.00000360,0.00031244,Stock,0.99967122,0.99967122,0.00000251,0.00032625,Stock,0.99999988,0.99999988,0.00000014,0.00000000
438,0,Stock,Stock,0.99900049,0.99900049,0.00001369,0.00098578,Stock,0.99970573,0.99970573,0.00009751,0.00019671,Stock,0.99999595,0.99999595,0.00000291,0.00000114,Stock,0.99968588,0.99968588,0.00000661,0.00030761,Stock,0.99967575,0.99967575,0.00000359,0.00032071,Stock,0.99967110,0.99967110,0.00000251,0.00032646,Stock,0.99999988,0.99999988,0.00000014,0.00000000
439,0,Stock,Stock,0.99968863,0.99968863,0.00000049,0.00031095,Stock,0.99950504,0.99950504,0.00017061,0.00032434,Stock,0.99999499,0.99999499,0.00000383,0.00000119,Stock,0.99982649,0.99982649,0.00000188,0.00017158,Stock,0.99987245,0.99987245,0.00000043,0.00012707,Stock,0.99988961,0.99988961,0.00000047,0.00010990,Stock,0.99999988,0.99999988,0.00000009,0.00000000
440,0,Stock,Stock,0.99968493,0.99968493,0.00000049,0.00031460,Stock,0.99950099,0.99950099,0.00017242,0.00032655,Stock,0.99999559,0.99999559,0.00000345,0.00000098,Stock,0.99982965,0.99982965,0.00000226,0.00016804,Stock,0.99987221,0.99987221,0.00000043,0.00012726,Stock,0.99988961,0.99988961,0.00000047,0.00010990,Stock,0.99999988,0.99999988,0.00000010,0.00000000
441,0,Stock,Stock,0.99941504,0.99941504,0.00000451,0.00058048,Stock,0.99971730,0.99971730,0.00011747,0.00016522,Stock,0.99998128,0.99998128,0.00001145,0.00000727,Stock,0.99976236,0.99976236,0.00000523,0.00023237,Stock,0.99987972,0.99987972,0.00000044,0.00011978,Stock,0.99973112,0.99973112,0.00000264,0.00026627,Stock,0.99999762,0.99999762,0.00000237,0.00000003
442,0,Stock,Stock,0.99798179,0.99798179,0.00003681,0.00198141,Stock,0.99981266,0.99981266,0.00005907,0.00012830,Stock,0.99999988,0.99999988,0.00000012,0.00000001,Stock,0.99966049,0.99966049,0.00001651,0.00032291,Stock,0.99962354,0.99962354,0.00000289,0.00037352,Stock,0.99962127,0.99962127,0.00000499,0.00037365,Stock,0.99999976,0.99999976,0.00000019,0.00000000
443,0,Stock,Stock,0.99807477,0.99807477,0.00002716,0.00189803,Stock,0.99972636,0.99972636,0.00014221,0.00013141,Stock,0.99998093,0.99998093,0.00001162,0.00000748,Stock,0.99972719,0.99972719,0.00000485,0.00026794,Stock,0.99952507,0.99952507,0.00000193,0.00047299,Stock,0.99968278,0.99968278,0.00000219,0.00031510,Stock,0.99999750,0.99999750,0.00000250,0.00000004
444,0,Stock,Stock,0.99722373,0.99722373,0.00006484,0.00271149,Stock,0.99981219,0.99981219,0.00005894,0.00012890,Stock,0.99999988,0.99999988,0.00000015,0.00000001,Stock,0.99964607,0.99964607,0.00001627,0.00033758,Stock,0.99961948,0.99961948,0.00000298,0.00037748,Stock,0.99957496,0.99957496,0.00000680,0.00041824,Stock,0.99999988,0.99999988,0.00000018,0.00000000
