stem,ours_0,ours_1,ours_2,ours_3,ours_4,ours_5,ours_6,ours_7,ours_8,ours_9,ours_10,ours_11,ours_12,ours_13,ours_14,ours_16,ours_17,ours_18,ours_19,ours_20,ours_21,ours_22,ours_23,ours_24,auth_0,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,auth_16,auth_17,auth_18,auth_19,auth_20,auth_21,auth_22,auth_23,auth_24,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
00083735,17,0,0,0,3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,3,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083809,17,3,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,16,3,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00083833,19,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,17,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083852,12,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083856,13,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083860,15,0,4,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00083869,12,0,0,0,0,12,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
00083984,17,0,1,0,0,6,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,16,0,2,0,0,6,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084007,14,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084013,12,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084043,25,0,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084059,28,2,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084096,13,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084136,32,0,0,4,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,4,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084305,13,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00084340,22,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084344,14,0,0,0,0,0,0,3,1,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,2,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084382,13,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084427,34,1,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,2,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,2,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084564,13,0,0,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084580,23,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084663,31,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084839,22,1,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,3,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00084906,14,1,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085031,22,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085039,14,0,0,4,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,13,0,0,4,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085046,15,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,14,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085050,15,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,2,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085055,32,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,31,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085069,36,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085099,17,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085104,14,4,0,4,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,4,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085122,19,3,0,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085123,29,0,0,0,0,6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085350,14,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085352,17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085365,25,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00085392,15,3,0,0,0,6,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,6,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085450,26,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,23,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085468,23,0,0,0,0,6,0,0,0,0,0,0,0,8,7,1,0,0,0,8,0,0,0,0,21,0,2,0,0,6,0,0,0,0,0,0,0,8,7,1,0,0,0,8,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085486,32,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085551,27,0,2,0,0,0,1,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,2,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085604,23,1,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,21,3,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085620,24,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085650,17,1,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085651,24,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00085690,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
00085706,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085710,16,1,0,4,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,4,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085717,17,1,0,0,0,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085786,13,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,12,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085801,17,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085814,15,3,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,14,3,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085908,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085920,23,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086171,20,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,4,0,0,0,0,18,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,4,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086212,28,0,0,4,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,4,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086242,17,0,0,0,0,0,0,1,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086354,12,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086388,19,0,2,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,2,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00086553,10,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086586,14,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086592,30,1,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,27,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,3,-2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086659,15,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,14,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086701,15,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086798,13,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,1,0,0,0,5,0,0,0,12,0,0,0,0,0,0,3,0,0,2,0,5,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00086836,25,0,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,2,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086853,31,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086925,13,0,2,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0
00087026,30,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087189,13,0,0,4,4,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,4,4,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087192,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00087213,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087225,16,0,2,0,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087226,29,1,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,3,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087241,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087244,16,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087282,11,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087330,17,0,0,0,0,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087336,20,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087366,12,0,0,0,0,0,1,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087369,20,1,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,3,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087420,24,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087469,15,0,2,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00087497,20,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4,5,0,2,0,19,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,4,5,0,2,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087577,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00087585,21,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,20,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087679,27,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087691,17,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087895,18,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,3,0,0,0,6,0,0,17,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00087989,36,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
