stem,ours_lbl_0,ours_lbl_1,ours_lbl_2,ours_lbl_3,ours_lbl_4,ours_lbl_5,ours_lbl_6,ours_lbl_7,ours_lbl_8,ours_lbl_9,ours_lbl_10,ours_lbl_11,ours_lbl_12,ours_lbl_13,ours_lbl_14,ours_lbl_16,ours_lbl_17,ours_lbl_18,ours_lbl_19,ours_lbl_20,ours_lbl_21,ours_lbl_22,ours_lbl_23,ours_lbl_24,auth_lbl_0,auth_lbl_1,auth_lbl_2,auth_lbl_3,auth_lbl_4,auth_lbl_5,auth_lbl_6,auth_lbl_7,auth_lbl_8,auth_lbl_9,auth_lbl_10,auth_lbl_11,auth_lbl_12,auth_lbl_13,auth_lbl_14,auth_lbl_16,auth_lbl_17,auth_lbl_18,auth_lbl_19,auth_lbl_20,auth_lbl_21,auth_lbl_22,auth_lbl_23,auth_lbl_24
00085125,12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0
00085131,11,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0
00085146,18,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0
00085148,21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,19,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0
00085157,10,0,0,4,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0,0,0,0,0,0
00085163,11,12,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,12,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
00085170,10,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0
00085177,19,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
00085192,31,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,3,0,0
00085202,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2,0,0,0,0,0,0,0
00085208,19,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,3,0,0
00085212,11,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,3,2,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0
00085216,15,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00085219,18,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,0,0,0
00085220,14,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,2,0,0,0,0,0,0
00085228,20,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,3,0,0
00085229,20,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00085236,9,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085247,21,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
00085252,23,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00085265,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
00085273,8,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085278,19,0,0,0,0,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00085280,18,0,0,4,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00085284,12,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0
00085289,19,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0
00085299,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
00085311,22,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00085318,26,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
00085330,8,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
00085331,15,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
00085333,13,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
00085338,8,0,2,4,3,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,4,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0
00085344,9,0,2,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,2,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
00085350,15,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0
00085352,19,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085358,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0
00085362,7,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
00085365,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
00085368,20,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,0
00085376,18,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,0,0,0
00085377,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,0
00085380,16,1,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,13,3,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00085386,12,0,0,0,3,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00085392,15,3,0,0,0,6,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,6,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
00085402,16,2,0,0,0,0,0,0,2,0,0,0,0,3,7,0,0,0,0,4,0,0,0,0,14,3,0,0,0,0,0,0,2,0,0,0,0,4,7,0,0,0,0,4,0,0,0,0
00085404,14,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
00085407,12,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
00085411,8,0,0,4,0,0,0,2,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0
00085415,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0
00085419,29,0,0,0,0,6,0,6,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,6,0,6,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
00085438,15,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
00085450,27,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,23,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
00085464,16,3,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,15,3,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0
00085468,26,0,0,0,0,6,0,0,0,0,0,0,0,6,7,1,0,0,0,7,0,0,0,0,21,0,2,0,0,6,0,0,0,0,0,0,0,8,7,1,0,0,0,8,0,0,0,0
00085470,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
00085486,32,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085492,11,0,0,4,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,4,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00085493,13,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0
00085508,24,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00085517,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
00085519,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,5,0,0,0
00085528,11,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,4,0,0,0,0,0
00085533,9,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0
00085536,22,0,0,0,0,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,2,0,21,0,0,0,0,6,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,2,0
00085549,19,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,0,0,17,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,2,0,4,0,0,0,0
00085551,30,0,2,0,0,0,1,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,2,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0
00085561,8,0,0,4,0,0,0,0,0,0,1,4,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,2,4,0,4,0,0,1,0,0,0,0,0,0,0
00085567,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
00085570,15,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0
00085574,16,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
00085579,18,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0
00085583,18,3,0,0,0,6,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,17,3,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
00085584,12,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00085588,14,3,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0
00085596,12,0,0,8,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,6,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00085597,12,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
00085598,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,5,0,0,0
00085599,11,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0
00085600,12,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,2,0,11,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,2,0
00085601,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00085604,26,1,0,8,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,21,3,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
00085608,20,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,8,0,1,0,0,0,0,0,3,0,0
00085610,12,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00085616,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,4,0,0,0,0
00085618,20,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,19,0,0,0,0,0,2,3,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0
00085619,14,0,0,4,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00085620,25,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00085622,21,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,2,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0
00085633,26,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,24,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
00085634,14,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00085639,33,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0
00085644,12,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00085650,17,1,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0
00085651,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0
00085652,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
00085661,16,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,4,0,0,0,0,0
00085672,17,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
00085681,17,0,0,0,0,6,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,2,0,15,0,0,0,0,6,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,2,0
00085687,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0
00085690,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,6,0,0
00085699,9,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
00085706,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00085709,7,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0
00085710,19,1,0,4,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,14,3,0,4,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
00085714,19,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00085717,18,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00085719,16,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00085722,8,0,0,0,0,7,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0
00085729,9,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00085737,15,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00085738,13,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0
00085743,25,0,0,0,3,6,0,0,1,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,23,0,0,0,3,6,0,0,2,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0
00085747,18,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
00085754,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00085766,9,0,0,4,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0
00085784,23,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00085786,14,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,12,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00085788,8,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,7,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
00085801,18,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00085807,20,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,18,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
00085814,15,3,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,14,3,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0
00085827,20,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,19,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0
00085843,11,0,0,0,0,6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
00085848,12,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,11,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
00085850,14,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0
00085858,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
00085860,14,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0
00085862,30,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0
00085863,15,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,14,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0
00085866,20,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
00085871,25,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,24,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
00085886,10,3,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0
00085889,15,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0
00085896,13,0,0,8,0,0,2,3,1,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,8,0,0,2,3,2,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0
