stem,ours_0,ours_1,ours_2,ours_3,ours_4,ours_5,ours_6,ours_7,ours_8,ours_9,ours_10,ours_11,ours_12,ours_13,ours_14,ours_15,ours_16,ours_17,ours_18,ours_19,ours_20,ours_21,ours_22,ours_23,ours_24,auth_0,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,auth_15,auth_16,auth_17,auth_18,auth_19,auth_20,auth_21,auth_22,auth_23,auth_24,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
00083647,36,1,0,0,0,0,0,3,0,0,1,6,0,0,0,2,0,0,0,4,0,0,0,0,0,31,3,0,0,0,0,0,3,0,0,2,8,0,0,0,2,0,0,0,4,0,0,0,0,0,5,-2,0,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00083648,24,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,0,0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00083652,28,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,5,0,0,0,27,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083654,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083655,16,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,14,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083662,10,0,0,0,0,12,2,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,12,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083664,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
00083667,23,0,2,0,0,6,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,22,0,2,0,0,6,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083668,23,0,0,0,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,21,0,0,0,3,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083672,16,0,0,0,3,0,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,15,0,0,0,3,0,2,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00083674,24,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083676,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083677,16,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,14,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083679,35,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,3,0,0,33,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083680,21,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083682,21,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0
00083686,26,0,0,0,3,0,2,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,2,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
00083688,23,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00083694,25,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,23,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
00083695,15,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083696,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00083697,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00083698,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
00083700,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0
00083701,20,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,1,19,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083706,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083707,17,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083709,23,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,21,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00083710,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083713,14,0,0,9,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00083715,29,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083716,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083718,22,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083722,13,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,4,7,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083725,27,1,0,4,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,4,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083728,9,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083737,14,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083740,20,0,2,0,0,0,0,0,4,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,1,19,0,2,0,0,0,0,0,4,0,0,0,0,0,7,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083741,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083743,14,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
00083748,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,4,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083751,26,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,25,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00083758,10,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083763,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083764,13,0,0,0,3,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,6,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083765,22,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,4,4,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083769,22,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,21,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
00083770,18,0,0,4,0,0,2,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083772,21,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00083773,16,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083778,11,0,0,4,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083783,19,2,2,0,0,0,0,2,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,17,3,2,0,0,0,0,3,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083784,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083785,13,0,0,0,0,6,0,2,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083786,15,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083787,8,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00083789,11,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,4,0,0,0,0,9,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,4,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083791,13,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,0,2,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083792,13,0,0,0,0,0,2,0,0,0,1,0,10,0,6,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,2,0,0,0,2,0,10,0,7,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083793,26,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083796,22,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083797,18,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,16,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083800,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083805,20,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,2,0,3,0,0,0,0,18,0,0,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0
00083810,14,0,0,0,0,6,0,0,0,0,0,0,0,3,7,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083811,11,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083812,26,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083816,23,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
00083817,11,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083818,23,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,3,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00083819,25,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
00083820,11,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0
00083821,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
00083822,15,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,3,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083823,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
00083824,17,0,0,0,0,6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083828,20,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083829,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00083830,15,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083834,17,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,13,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083837,24,0,0,4,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083847,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00083854,14,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,13,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00083855,13,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,2,0,11,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00083857,12,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00083858,30,0,2,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,27,0,4,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00083859,20,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
